Gene ID,Gene Symbol,HCB1-21,HCB2-21,HCB3-21,HCB5-21,HCB6-21,HCB7-21,HCB8-21,HCB9-21,HCB10-21,HCB11-21,PTB1-21,PTB1-22,PTB2-21,PTB2-22,PTB3-21,PTB3-22,PTB4-21,PTB5-21,PTB6-21,PTB7-21,PTB8-21,PTB9-21,PTB10-21,PTB11-21,PTB12-21,PTB13-21
3198,'HOXA1',2.4,2.05,0.97,2.99,1.22,1.12,1.65,1.61,1.53,2.0,1.07,1.21,1.92,2.15,2.67,0.66,0.34,1.36,3.05,0.33,6.03,2.21,0.51,0.77,0.24,1.72
3199,'HOXA2',0.24,0.13,0.39,0.31,0.0,0.18,0.13,0.0,0.54,0.13,0.13,0.06,0.06,0.0,0.0,0.06,0.11,0.0,0.42,0.0,0.2,0.0,0.31,0.0,0.0,0.14
32,'ACACB',5.06,2.49,2.54,3.2,5.03,3.83,6.04,6.32,4.14,3.88,2.46,3.78,2.16,3.12,2.3,2.4,2.36,2.04,3.45,3.03,3.62,2.77,2.03,3.31,1.93,2.39
320,'APBA1',0.52,0.26,0.27,0.49,0.44,0.33,0.56,0.61,0.39,0.76,0.3,0.43,0.08,0.08,0.02,0.08,0.27,0.06,0.2,0.0,0.22,0.08,0.02,0.16,0.04,0.02
3200,'HOXA3',0.11,0.1,0.06,0.2,0.13,0.26,0.09,0.17,0.05,0.14,0.04,0.02,0.03,0.03,0.04,0.0,0.25,0.12,0.07,0.04,0.14,0.04,0.07,0.05,0.09,0.04
3201,'HOXA4',0.38,0.47,0.53,1.07,0.4,0.87,0.55,0.34,0.56,0.59,0.33,0.35,0.26,0.2,0.31,0.07,0.12,0.6,0.64,0.08,0.34,0.79,0.06,0.26,0.15,0.36
3202,'HOXA5',0.26,1.05,0.69,1.52,0.69,0.91,0.29,0.07,2.85,1.78,0.21,0.42,0.2,0.35,0.16,0.49,0.0,0.24,0.37,0.0,0.85,0.33,0.6,0.0,0.91,0.6
3203,'HOXA6',0.0,0.0,0.46,0.15,0.0,0.14,0.16,0.31,0.29,0.3,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3204,'HOXA7',0.27,0.06,0.23,0.16,0.28,0.37,0.18,0.29,0.26,0.28,0.06,0.05,0.16,0.06,0.13,0.11,0.2,0.0,0.42,0.14,0.06,0.27,0.22,0.15,0.19,0.24
3205,'HOXA9',1.73,1.12,0.83,1.0,0.99,0.98,0.86,0.39,0.67,0.49,0.56,0.43,1.5,0.62,0.58,0.28,0.0,0.44,1.37,0.21,1.07,1.51,1.85,0.14,0.48,0.9
3206,'HOXA10',1.0,0.44,0.87,1.46,1.14,0.82,1.18,1.11,1.02,1.08,0.66,0.72,0.6,1.82,0.41,0.4,0.55,0.69,1.98,0.33,0.76,0.73,0.55,0.11,0.29,0.33
3207,'HOXA11',0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,'HPCA',0.0,0.0,0.0,0.12,0.08,0.15,0.17,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
321,'APBA2',26.53,12.96,20.98,14.25,22.58,24.47,42.66,45.18,19.34,25.23,10.07,23.19,10.3,19.44,9.94,13.26,18.44,14.43,23.31,17.72,15.15,18.11,3.97,24.2,17.6,13.48
3212,'HOXB2',33.11,14.97,15.37,6.9,29.49,23.56,17.56,45.66,14.06,24.54,2.43,14.17,21.53,11.45,17.33,6.61,14.89,6.38,33.14,11.59,15.59,10.23,7.83,8.9,9.96,8.21
3213,'HOXB3',1.98,2.56,4.16,3.07,4.07,4.94,2.4,5.37,2.41,4.46,0.74,2.88,3.68,3.3,2.06,2.49,1.78,0.74,6.5,0.94,3.37,2.63,1.0,1.31,3.62,2.64
3214,'HOXB4',4.66,3.17,5.36,5.06,4.79,6.55,5.29,8.04,3.14,3.91,4.0,4.73,8.59,5.97,7.12,3.66,4.97,3.42,15.64,5.0,6.74,8.04,1.55,7.84,3.25,3.99
3215,'HOXB5',0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07
3216,'HOXB6',0.0,0.0,0.07,0.07,0.0,0.0,0.07,0.21,0.19,0.07,0.21,0.12,0.27,0.21,0.16,0.07,0.23,0.23,0.22,0.09,0.0,0.24,0.25,0.0,0.82,0.0
3217,'HOXB7',0.65,0.34,0.51,1.38,1.77,1.51,0.88,0.6,0.72,0.42,2.06,0.6,0.5,1.74,1.18,0.95,0.6,1.06,1.1,1.37,0.52,0.4,0.16,1.11,0.37,0.83
3218,'HOXB8',0.0,0.0,0.06,0.0,0.06,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.13,0.0,0.06,0.0,0.06,0.08,0.0,0.03
3219,'HOXB9',0.16,0.0,0.17,0.16,0.25,0.39,0.09,0.0,0.19,0.16,0.08,0.04,0.12,0.17,0.1,0.08,0.15,0.14,0.18,0.0,0.34,0.2,0.04,0.16,0.05,0.05
322,'APBB1',31.32,15.76,22.42,13.59,23.48,28.74,50.46,44.57,26.0,35.02,21.46,20.08,11.11,12.67,9.44,9.58,22.4,6.14,24.84,15.82,17.32,12.25,5.14,13.31,16.28,9.71
3221,'HOXC4',3.07,2.72,4.68,6.5,6.57,6.77,9.98,4.68,5.29,5.37,5.08,1.15,4.24,2.76,3.11,1.11,3.54,1.64,6.45,3.42,4.37,7.61,1.71,5.78,2.19,3.13
3222,'HOXC5',0.0,0.14,0.78,0.27,0.35,0.6,0.89,0.43,0.27,0.35,0.07,0.0,0.21,0.07,0.25,0.07,0.0,0.0,0.92,0.0,1.02,0.17,0.0,0.28,0.16,0.08
323,'APBB2',0.38,0.35,0.0,0.14,0.35,0.61,0.11,0.2,0.16,0.23,0.66,0.04,0.12,0.32,0.19,0.2,0.4,1.04,0.23,0.53,0.05,0.35,0.35,0.16,0.28,0.32
324,'APC',13.15,13.53,12.75,10.89,8.31,6.9,15.18,14.75,9.74,10.17,9.61,11.4,11.85,13.27,10.32,9.99,4.08,7.39,16.35,7.18,12.64,5.97,7.97,7.68,3.72,6.82
3240,'HP',7.36,12.36,14.09,32.08,7.83,7.47,6.31,6.36,10.41,9.77,13.3,13.55,35.69,47.13,21.2,68.57,1.3,32.09,55.72,5.42,13.26,11.16,48.07,4.47,25.85,40.86
3241,'HPCAL1',98.81,100.34,101.32,91.58,84.13,73.09,93.33,97.76,68.47,66.49,79.16,68.56,119.16,39.47,71.0,46.88,45.74,42.12,108.84,52.77,108.64,95.95,106.1,57.05,44.35,65.41
3242,'HPD',0.23,0.25,0.16,0.39,0.16,0.0,0.08,0.08,0.61,0.08,0.66,0.0,0.95,0.5,0.38,0.33,0.14,0.18,0.44,0.1,1.42,0.87,0.31,0.21,0.71,2.72
3248,'HPGD',4.38,3.91,4.66,6.44,5.29,6.44,9.99,6.56,5.4,7.33,3.13,9.46,4.08,5.33,3.36,4.79,1.91,4.54,7.64,2.34,4.11,5.47,8.57,3.61,1.92,3.54
3249,'HPN',0.0,0.13,0.0,0.12,0.25,0.15,0.13,0.23,0.3,0.05,0.08,0.0,0.58,0.13,0.0,0.08,0.1,0.0,0.26,0.0,0.39,0.33,2.2,0.0,0.0,0.97
3251,'HPRT1',28.94,12.18,22.98,26.71,15.6,20.6,27.27,25.77,20.24,21.59,41.51,54.12,22.0,58.3,55.69,49.03,27.57,64.94,35.76,41.74,34.77,25.26,7.97,23.38,11.55,18.48
3257,'HPS1',82.99,99.17,104.11,83.46,105.27,100.16,84.2,63.36,74.42,86.04,68.37,58.43,93.98,58.01,72.9,50.95,48.26,53.74,92.32,63.18,90.3,94.65,107.28,71.33,66.51,81.57
326,'AIRE',0.23,0.15,0.1,0.14,0.34,0.14,0.26,0.05,0.18,0.15,0.15,0.0,0.14,0.05,0.57,0.1,0.0,0.06,0.16,0.06,0.35,0.23,0.0,0.13,0.11,0.16
3263,'HPX',0.0,0.22,0.0,0.07,0.0,0.07,0.07,0.07,0.27,0.0,0.0,0.06,0.14,0.29,0.0,0.14,0.0,0.0,0.23,0.0,0.14,0.08,0.07,0.0,0.54,0.0
326340,'ZAR1',0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.05,0.14,0.15,0.0,0.0,2.72,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
3265,'HRAS',14.38,8.12,9.99,11.61,8.44,16.71,14.22,13.77,11.39,12.76,20.3,14.63,8.73,18.24,20.79,17.2,26.91,21.7,17.51,23.58,16.39,17.65,7.36,22.15,14.46,15.98
326624,'RAB37',84.93,102.64,88.16,82.78,115.21,112.63,125.44,120.93,98.93,122.85,71.51,46.22,73.23,64.32,32.8,40.41,22.47,21.63,79.71,38.27,62.66,35.58,49.05,39.49,21.52,39.64
326625,'MMAB',10.35,5.7,6.92,9.44,10.43,13.19,8.97,11.23,8.42,9.95,10.47,13.01,6.43,13.59,14.53,14.14,13.76,15.86,8.78,13.9,10.09,12.1,2.69,8.6,6.43,6.76
3267,'AGFG1',40.81,24.0,29.86,21.9,20.18,17.09,36.31,32.82,15.0,21.26,48.98,42.67,49.44,32.54,47.86,30.41,18.93,50.57,53.81,30.68,50.94,31.56,60.62,31.18,13.94,29.43
3268,'AGFG2',19.57,6.76,13.74,9.99,12.46,11.5,26.01,20.68,14.94,12.64,18.24,6.93,7.17,8.85,14.86,7.32,9.37,13.32,12.97,15.75,15.72,18.52,3.28,19.85,5.8,8.25
3269,'HRH1',0.1,0.0,0.0,0.02,0.0,0.17,0.03,0.11,0.0,0.03,0.47,0.2,0.22,0.1,0.24,0.16,0.0,0.0,0.11,0.1,0.13,0.09,0.02,0.07,0.06,0.06
327,'APEH',69.35,42.14,65.6,65.09,63.8,67.61,71.53,68.74,41.72,53.72,56.35,73.03,60.53,66.47,93.98,64.95,96.68,90.05,76.87,90.01,75.51,72.73,31.28,66.23,35.26,47.12
3274,'HRH2',49.93,106.17,92.91,52.08,47.16,27.15,34.71,30.75,52.94,39.8,17.65,35.57,79.2,13.72,35.22,16.29,5.7,30.65,69.66,10.01,64.09,55.4,152.51,19.31,12.64,94.78
3275,'PRMT2',93.72,65.59,67.54,86.6,94.79,133.48,120.22,130.22,69.82,80.13,58.73,153.97,65.74,114.5,48.45,84.63,43.42,28.77,78.99,43.03,71.61,32.47,46.77,44.32,42.91,37.07
3276,'PRMT1',78.44,51.09,64.08,76.27,86.88,102.06,92.59,82.52,69.3,71.32,108.14,94.42,63.78,101.89,149.96,144.08,203.64,174.06,86.02,170.83,58.67,215.11,44.21,218.04,98.39,137.07
328,'APEX1',174.06,95.93,129.86,160.08,180.26,164.66,160.6,203.18,131.28,156.58,140.63,143.83,106.88,94.1,184.33,107.24,172.63,236.71,155.04,179.45,118.68,194.86,53.77,186.95,82.66,132.3
3280,'HES1',1.65,1.12,1.42,1.13,2.51,1.04,0.66,0.88,7.26,3.67,1.92,0.21,1.31,0.57,1.19,0.16,2.24,2.69,1.62,2.95,0.89,2.07,1.36,2.59,2.51,2.74
3281,'HSBP1',56.57,45.81,50.03,56.01,33.94,35.78,45.02,46.2,35.41,34.24,48.24,81.56,52.23,75.02,62.58,60.56,27.74,43.44,56.99,34.25,59.99,33.1,33.21,31.28,16.31,36.32
329,'BIRC2',51.76,27.9,40.55,34.72,31.42,36.87,45.5,50.22,28.85,33.24,49.21,67.08,53.93,68.3,52.79,66.24,26.19,46.78,57.64,43.36,57.61,21.46,23.01,32.2,17.35,34.62
3290,'HSD11B1',0.23,0.0,0.24,0.0,0.0,0.0,0.25,0.16,0.23,0.0,0.0,0.35,0.08,0.49,0.37,0.73,0.28,0.73,0.43,0.0,0.0,0.1,0.0,0.11,0.18,0.26
3291,'HSD11B2',0.0,0.12,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.11,0.27,0.0,0.0,0.0,0.14,0.06,0.0,0.0,0.0
3292,'HSD17B1',5.71,3.97,4.47,3.94,5.43,3.67,7.71,7.89,5.12,4.42,5.43,2.21,6.87,1.43,5.75,1.13,7.45,3.73,7.68,4.44,6.65,4.82,4.08,4.86,3.37,2.88
3293,'HSD17B3',0.3,0.31,1.4,0.31,0.14,1.36,1.78,0.95,0.1,0.51,0.0,0.09,0.51,0.25,0.12,0.37,0.15,0.09,1.03,0.18,0.33,0.0,0.2,0.27,0.45,0.35
3295,'HSD17B4',61.43,30.37,50.47,45.14,29.78,30.21,55.15,53.09,24.14,33.3,40.14,81.02,49.65,56.45,65.51,50.73,44.69,65.96,63.08,52.84,58.26,41.36,30.24,42.32,12.56,20.44
3297,'HSF1',70.98,65.09,76.5,70.99,81.58,71.24,69.58,63.04,57.31,68.51,62.89,50.94,94.52,52.62,82.74,39.47,52.14,63.07,86.6,54.01,78.73,97.73,56.09,68.62,72.02,91.73
3298,'HSF2',9.22,3.13,4.28,4.01,3.98,5.2,11.03,9.56,8.0,9.85,9.67,7.83,4.08,8.77,8.43,5.75,7.55,8.8,9.17,7.81,7.45,4.03,1.08,8.0,5.17,4.12
3299,'HSF4',0.34,2.18,2.82,1.63,2.26,2.25,3.13,1.75,1.8,2.18,1.09,0.92,1.6,4.19,1.76,2.21,1.17,1.0,3.48,1.62,2.85,2.73,5.28,2.79,15.75,3.9
330,'BIRC3',55.08,20.81,16.41,18.42,40.05,45.71,40.86,44.0,47.02,36.09,66.94,41.56,33.49,54.87,29.95,40.11,17.19,17.73,41.77,15.82,39.98,8.57,6.2,13.44,8.91,17.77
3300,'DNAJB2',46.9,28.49,33.12,31.87,41.74,40.18,44.82,45.81,51.59,45.96,33.69,30.62,51.08,38.61,38.09,29.25,42.23,27.92,35.94,34.34,40.04,20.42,22.76,31.04,34.28,27.35
3301,'DNAJA1',114.3,78.28,85.68,76.25,40.87,49.69,82.08,93.55,134.96,143.76,104.19,215.31,190.28,306.91,158.16,218.28,69.87,156.77,100.34,105.37,138.57,62.34,39.3,59.73,44.33,76.45
3303,'HSPA1A',218.72,258.65,152.07,109.03,80.57,70.53,90.49,137.19,104.41,86.14,67.12,93.56,255.59,128.59,79.66,59.93,33.14,48.71,105.01,43.2,146.74,56.94,409.32,62.97,20.88,72.77
3304,'HSPA1B',23.27,13.58,20.74,10.17,5.98,5.75,8.29,6.52,2.99,4.08,8.86,7.06,37.29,12.4,18.04,18.47,10.03,13.24,27.43,10.13,17.38,10.44,11.22,11.04,4.25,12.56
3305,'HSPA1L',7.7,4.15,2.26,3.17,3.37,3.25,5.91,6.84,3.45,2.76,3.44,4.59,3.84,3.15,4.78,2.81,2.53,4.02,3.92,4.8,4.58,2.38,4.64,3.38,1.71,1.73
3306,'HSPA2',0.38,0.33,0.45,0.58,0.28,0.15,0.25,0.37,0.61,1.12,0.61,0.21,0.28,0.45,0.7,0.37,0.43,0.64,0.65,0.55,0.33,0.43,0.35,0.37,0.09,0.48
3308,'HSPA4',44.71,17.63,25.93,28.47,17.66,24.26,39.32,37.39,27.99,27.28,54.79,61.39,40.76,72.14,84.79,67.75,50.27,109.88,48.49,80.99,50.29,41.39,14.21,57.72,15.68,26.25
3309,'HSPA5',122.88,179.08,212.9,187.47,138.89,151.05,137.32,130.01,275.99,217.86,350.86,268.51,197.07,602.66,686.42,806.27,839.58,1031.77,155.28,864.54,168.49,445.61,104.81,694.0,168.43,321.16
331,'XIAP',12.68,7.9,8.35,8.07,7.38,6.57,15.46,13.28,9.66,9.93,10.59,18.0,8.46,26.04,12.82,22.11,12.2,10.54,14.53,11.6,14.05,5.34,3.65,11.87,6.09,7.08
3310,'HSPA6',27.7,185.46,90.17,38.0,36.53,38.97,25.8,30.13,38.42,17.05,13.75,56.8,66.48,172.14,25.29,171.68,7.58,27.85,38.52,7.56,53.17,14.75,175.06,9.05,34.29,83.09
3312,'HSPA8',1218.24,513.26,749.24,732.46,573.24,760.18,1017.89,1115.81,608.6,686.61,862.44,929.96,1020.04,1017.25,1284.32,815.38,745.07,1338.14,718.91,1413.5,949.35,772.35,274.09,1051.01,392.85,546.9
3313,'HSPA9',79.62,32.34,53.01,59.32,41.99,44.94,84.26,89.14,73.37,72.46,105.43,127.01,62.21,153.44,146.82,131.57,93.42,201.22,79.91,131.67,87.3,73.69,17.0,103.26,31.79,58.45
3315,'HSPB1',134.74,59.3,105.97,76.83,114.54,114.83,126.91,125.75,105.9,84.9,48.05,25.75,173.8,133.8,233.11,31.8,57.84,142.47,114.04,35.57,157.74,102.58,57.18,49.31,189.81,84.69
332,'BIRC5',1.21,0.76,0.69,3.52,2.01,1.88,0.65,0.97,0.72,1.0,17.69,6.67,1.89,20.16,42.46,31.43,33.79,59.87,4.74,53.82,2.9,25.3,2.09,36.73,8.31,19.75
3320,'HSP90AA1',307.76,157.21,232.5,227.36,149.7,185.47,301.38,305.66,319.67,324.39,388.3,446.58,331.95,972.35,777.95,462.76,315.39,858.03,316.13,478.56,339.59,278.72,73.48,314.19,217.62,225.16
3321,'IGSF3',0.1,0.02,0.04,0.03,0.11,0.07,0.05,0.14,0.05,0.14,0.04,0.09,0.04,0.02,0.08,0.0,0.11,0.04,0.12,0.0,0.05,0.07,0.07,0.04,0.0,0.02
3326,'HSP90AB1',376.56,219.13,302.98,288.9,251.87,296.43,388.19,418.87,472.46,434.88,347.6,461.41,376.33,787.74,691.85,397.61,372.12,717.33,371.33,440.14,336.27,339.04,87.2,319.99,258.65,304.84
3329,'HSPD1',78.92,30.47,46.85,48.26,37.54,39.61,68.03,75.36,47.3,47.87,94.26,159.74,68.25,292.07,303.09,232.37,152.79,422.66,79.6,204.01,72.39,96.85,17.18,123.22,44.69,64.98
333,'APLP1',0.0,0.0,0.1,0.09,0.0,0.14,0.05,0.05,0.1,0.05,0.1,0.0,0.04,0.1,0.06,0.0,0.18,0.2,0.11,0.13,0.05,0.61,0.1,0.07,0.06,0.11
3336,'HSPE1',46.86,16.06,24.31,35.78,23.66,34.87,40.54,43.94,34.86,36.61,43.36,95.41,37.57,201.04,143.61,153.36,110.17,166.0,38.84,107.01,39.35,57.59,11.45,77.84,40.53,43.21
3337,'DNAJB1',136.42,184.46,158.75,142.13,215.74,162.68,196.26,151.46,434.4,364.6,200.04,130.94,107.6,150.99,91.9,101.75,46.29,71.4,127.06,110.62,115.0,77.11,52.79,65.86,94.81,124.82
3338,'DNAJC4',99.23,98.44,105.98,106.57,119.71,106.8,99.73,96.78,84.46,91.29,73.54,50.35,149.11,35.08,84.0,42.4,109.73,65.55,104.41,96.55,88.84,120.72,83.31,115.7,85.69,93.8
3339,'HSPG2',0.97,0.56,0.39,0.58,0.6,0.71,0.94,0.94,0.63,0.69,0.74,0.36,0.87,0.69,1.4,1.2,1.44,1.45,0.8,1.79,0.49,1.64,0.28,2.55,1.15,0.99
333926,'PPM1J',0.89,1.69,1.07,2.93,3.19,2.25,2.29,1.56,1.69,2.84,0.74,1.93,4.29,2.32,1.7,0.88,0.59,0.76,4.17,0.42,2.19,1.11,0.58,0.96,2.56,2.24
333929,'SNAI3',20.95,19.86,15.03,21.29,18.09,16.15,23.94,23.0,10.64,11.09,22.26,9.19,24.14,9.28,15.96,10.39,30.51,16.29,15.55,19.95,22.1,26.85,23.72,39.8,14.29,20.32
333932,'HIST2H3A',0.12,0.75,0.39,0.0,0.13,0.12,0.14,0.13,0.24,0.13,0.53,0.61,0.63,1.72,0.9,1.37,0.22,0.15,0.42,1.61,0.13,0.3,0.97,1.0,1.24,2.75
334,'APLP2',394.17,355.04,489.82,360.01,273.36,213.92,298.32,333.52,230.13,288.68,249.29,685.48,662.26,360.92,307.78,281.45,49.63,237.48,586.81,112.67,508.75,330.04,346.58,145.3,100.53,259.79
3340,'NDST1',21.7,25.61,21.0,23.05,20.55,10.06,10.0,12.61,6.14,12.26,12.34,17.27,34.37,10.63,18.83,12.07,8.43,12.24,45.76,11.47,20.86,30.96,31.04,16.96,7.23,16.58
3344,'FOXN2',24.54,17.17,20.84,18.96,13.35,14.74,26.23,26.05,17.44,23.63,19.66,38.11,27.48,49.32,31.23,41.31,6.67,27.46,33.46,17.23,36.32,12.68,9.89,17.5,6.84,17.28
335,'APOA1',0.12,0.39,0.26,0.0,0.25,0.24,0.4,0.13,0.12,0.64,0.0,0.0,0.0,0.13,0.3,0.0,0.0,0.15,0.14,0.32,0.0,0.15,0.0,0.0,0.14,0.28
3351,'HTR1B',0.0,0.07,0.04,0.0,0.14,0.03,0.0,0.0,0.03,0.07,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,'HTR1D',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.16,0.0,0.0,0.0,0.09,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0
3355,'HTR1F',0.13,0.08,0.07,0.07,0.0,0.05,0.11,0.0,0.03,0.03,0.0,0.42,0.1,0.03,0.03,0.03,0.18,0.04,0.22,0.0,0.05,0.08,0.2,0.05,0.04,0.06
3356,'HTR2A',0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.05,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.0,0.0
3357,'HTR2B',0.08,0.12,0.0,0.12,0.0,0.0,0.11,0.05,0.12,0.24,0.12,0.29,0.36,0.19,0.12,0.2,0.18,0.07,0.33,0.0,0.08,0.0,0.06,0.0,0.0,0.0
3359,'HTR3A',0.49,0.98,0.4,0.16,1.42,1.33,0.41,0.17,0.69,1.05,0.38,0.05,0.11,0.06,0.2,0.11,0.09,0.0,0.12,0.07,0.1,0.27,0.38,0.15,0.0,0.25
3362,'HTR6',0.69,0.03,0.1,0.16,0.2,0.0,0.27,0.5,0.12,0.1,0.03,0.11,0.16,0.23,0.0,0.1,0.23,0.19,0.25,0.74,0.51,0.27,0.06,0.17,0.25,0.11
3363,'HTR7',1.31,0.7,1.49,0.65,0.96,1.21,1.29,0.76,0.85,1.23,0.65,1.25,0.6,0.31,0.3,0.21,0.52,0.19,1.44,0.26,0.98,0.16,0.86,0.36,0.15,0.04
3364,'HUS1',13.67,8.44,12.61,11.53,9.54,12.45,11.71,12.41,12.7,14.45,15.06,20.92,15.3,22.02,15.0,16.51,11.78,18.18,16.27,15.5,16.09,7.81,7.44,12.43,8.55,9.74
3371,'TNC',0.0,0.02,0.02,0.0,0.0,0.02,0.04,0.0,0.0,0.02,0.06,0.03,0.0,0.08,0.03,0.02,0.08,0.0,0.02,0.0,0.04,0.12,0.0,0.0,0.04,0.0
3373,'HYAL1',6.17,11.44,9.97,8.7,7.64,7.74,7.95,7.61,6.36,8.35,5.1,6.34,8.74,11.62,6.74,6.9,14.43,3.96,10.47,5.44,7.14,9.26,11.59,5.48,12.45,13.89
3375,'IAPP',0.0,0.31,0.22,0.23,0.19,0.0,0.12,0.26,0.25,0.06,0.04,0.05,0.01,0.06,0.15,0.12,1.63,0.0,0.21,0.0,0.06,0.14,0.16,0.08,1.05,0.35
3376,'IARS',32.64,8.27,20.06,19.59,15.91,20.49,32.65,34.86,11.17,14.61,39.13,36.11,20.2,62.47,75.68,65.4,50.65,103.24,33.49,67.59,27.58,42.78,5.41,56.6,14.07,26.7
337867,'UBAC2',74.11,41.13,59.08,56.48,51.07,50.23,71.15,68.13,43.13,46.19,39.95,66.75,68.15,51.13,45.9,34.75,21.79,25.43,80.76,28.19,68.6,24.81,24.88,24.45,16.94,29.64
337876,'CHSY3',0.03,0.0,0.29,0.09,0.29,0.36,0.2,0.22,0.1,6.27,0.06,0.38,0.12,0.56,0.0,0.13,0.71,0.05,0.0,0.1,0.23,0.0,0.0,0.17,0.03,0.14
3382,'ICA1',3.13,2.52,2.41,3.4,1.87,2.19,2.5,2.29,2.59,2.36,2.87,4.3,2.08,3.76,3.11,2.98,1.66,3.4,4.68,3.05,2.73,3.43,1.52,1.73,1.17,2.43
3383,'ICAM1',32.13,75.73,53.59,43.92,40.51,20.42,25.92,23.11,152.24,121.44,169.91,37.27,49.39,56.59,32.84,33.43,7.61,27.62,47.17,18.99,48.84,41.86,54.0,21.4,49.55,218.7
338321,'NLRP9',0.0,0.03,0.15,0.0,0.0,0.07,0.08,0.08,0.21,0.0,0.0,0.03,0.0,0.23,0.18,0.0,0.14,0.0,0.07,0.0,0.0,0.09,0.0,0.0,0.07,0.08
338322,'NLRP10',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338323,'NLRP14',0.03,0.0,0.03,0.0,0.0,0.06,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.22,0.29,0.4,0.32,0.0,0.55,0.0,0.0,0.0,0.21,0.0,0.03
338339,'CLEC4D',7.7,9.87,21.73,6.84,6.08,6.41,6.32,6.13,4.0,7.54,9.51,24.8,26.61,66.51,5.65,57.02,1.13,7.29,17.22,1.9,19.39,8.81,37.65,4.19,1.8,58.35
338376,'IFNE',0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338382,'RAB7B',0.36,0.28,0.32,0.15,0.19,0.09,0.37,0.31,0.34,0.12,2.5,0.32,0.0,0.04,0.09,0.0,0.17,0.0,3.48,0.05,0.4,0.05,0.8,0.35,0.52,0.25
338398,'TAS2R60',0.24,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.25,0.0,0.0,0.24,0.0,0.0,0.13,0.0,0.0,0.27,0.0,0.0,0.0,0.24,0.0,0.0,0.0
3384,'ICAM2',157.17,96.91,109.76,147.51,110.44,129.77,159.84,172.89,83.05,99.0,112.32,184.82,247.24,177.18,240.77,204.62,212.84,169.66,230.88,174.8,222.57,182.07,41.19,154.39,94.43,106.91
338440,'ANO9',8.83,8.77,8.52,5.55,11.52,14.34,17.78,20.56,15.7,18.61,8.18,6.98,5.47,14.27,4.66,9.11,9.48,2.55,12.78,5.92,8.09,3.36,6.06,3.99,21.04,11.44
338442,'HCAR2',1.86,38.26,40.04,13.83,17.29,10.87,5.32,1.64,29.74,40.75,19.02,5.81,29.05,92.27,4.09,41.99,0.68,3.48,16.61,5.62,5.22,5.44,34.22,0.89,4.55,58.36
3385,'ICAM3',283.74,694.51,390.39,293.73,403.71,338.46,295.57,283.88,496.45,362.09,252.1,209.19,303.46,212.23,189.65,277.9,223.58,160.8,307.16,188.58,215.27,259.34,451.61,215.61,102.81,229.84
338557,'FFAR4',0.23,0.31,0.25,0.29,0.38,0.07,0.22,0.13,0.14,0.23,0.15,0.85,0.99,0.06,0.39,0.06,0.17,0.21,0.8,0.0,1.45,0.37,0.3,0.24,0.31,0.27
338596,'ST8SIA6',2.15,1.53,3.65,3.03,3.46,3.09,5.46,5.88,1.85,2.69,1.69,2.75,1.95,3.25,1.1,0.95,0.38,0.39,3.32,0.45,4.48,1.18,0.74,1.87,0.41,0.51
338599,'DUPD1',0.02,0.0,0.05,0.0,0.0,0.0,0.02,0.07,0.02,0.0,0.0,0.1,0.0,0.0,0.11,0.0,1.57,0.0,0.02,0.03,0.12,0.03,0.04,0.0,0.0,0.02
