Gene ID,Gene Symbol,HCB1-21,HCB2-21,HCB3-21,HCB5-21,HCB6-21,HCB7-21,HCB8-21,HCB9-21,HCB10-21,HCB11-21,PTB1-21,PTB1-22,PTB2-21,PTB2-22,PTB3-21,PTB3-22,PTB4-21,PTB5-21,PTB6-21,PTB7-21,PTB8-21,PTB9-21,PTB10-21,PTB11-21,PTB12-21,PTB13-21
3386,'ICAM4',10.3,4.03,6.14,13.05,9.39,7.89,3.33,10.26,5.5,4.91,4.62,2.95,4.74,1.6,6.86,2.47,4.14,4.0,19.84,8.38,5.14,8.5,9.38,6.27,2.27,4.91
338657,'CCDC84',7.22,6.87,8.64,6.89,9.14,8.93,11.73,10.88,9.11,9.2,7.92,6.7,5.49,11.37,7.25,11.92,13.5,7.42,14.28,8.14,7.51,9.91,4.84,12.34,26.56,16.66
338692,'ANKRD13D',80.9,204.34,154.18,118.03,153.94,116.59,95.74,97.48,94.04,100.7,80.72,81.36,123.82,66.01,63.59,56.25,50.73,40.81,121.68,43.73,106.86,84.15,203.51,50.7,95.25,116.59
338699,'ANKRD42',5.54,2.95,4.34,3.48,3.14,3.33,6.03,4.67,3.86,4.21,2.25,5.54,2.64,3.66,2.91,2.69,0.97,1.64,3.66,1.34,4.16,1.09,2.08,1.42,1.18,4.15
338707,'B4GALNT4',0.15,0.07,0.45,0.23,0.52,0.3,1.18,0.13,0.3,0.06,0.26,0.28,0.0,0.16,0.0,0.26,0.06,0.0,0.56,0.12,0.13,0.04,0.03,0.17,0.07,0.18
338751,'OR52L1',0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0
338755,'OR2AG2',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.31,0.0,0.15,0.0,0.0,0.0,0.0
338773,'TMEM119',0.16,5.75,2.29,1.31,2.53,1.52,0.26,0.42,3.97,1.89,3.14,1.55,0.53,1.85,0.53,1.59,0.37,0.42,1.85,0.98,0.64,1.29,2.59,0.55,1.78,3.97
338809,'C12orf74',0.39,0.25,0.25,0.12,0.61,0.58,0.57,0.12,0.75,0.61,0.62,0.11,0.3,0.44,0.47,0.8,0.76,0.21,0.07,0.5,0.13,0.51,0.12,0.48,0.2,0.27
338811,'FAM19A2',0.49,1.35,0.63,0.7,0.33,0.6,0.86,1.17,0.43,0.49,0.79,0.98,0.49,1.81,0.31,1.25,0.89,0.5,0.73,0.32,0.51,0.11,0.91,0.17,0.09,0.54
338872,'C1QTNF9',0.13,0.06,0.06,0.0,0.0,0.0,0.07,0.0,0.06,0.06,0.0,0.16,0.0,0.13,0.22,0.19,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.08,0.14,0.0
339105,'PRSS53',1.4,2.65,3.01,2.16,2.81,3.34,2.92,2.67,1.74,3.67,1.3,1.38,1.71,2.11,1.56,1.83,2.49,1.41,2.8,1.71,2.14,2.25,2.56,1.16,5.91,2.79
339122,'RAB43',39.48,55.51,42.43,25.63,45.9,38.39,51.12,48.63,30.65,56.98,15.37,25.8,41.08,23.61,20.03,19.86,16.88,14.2,42.44,26.79,35.45,42.15,55.16,20.83,17.33,51.54
339123,'JMJD8',58.15,45.46,61.26,65.78,72.11,61.13,68.37,69.74,54.32,59.18,53.95,25.08,44.34,19.54,55.26,24.24,66.29,63.83,56.61,70.3,52.84,87.57,35.85,70.27,51.31,58.06
339175,'METTL2A',7.16,2.11,4.17,3.61,4.72,5.44,8.2,7.17,4.47,5.05,7.11,9.56,6.96,12.35,14.74,13.0,11.82,17.81,7.68,13.09,7.81,8.01,1.82,10.04,3.74,3.57
339184,'CCDC144NL',0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.04,0.11,0.07,0.0,0.04,0.1,0.09,0.86,0.12,0.14,0.0,1.86,0.0,0.0,0.0,0.0,0.0
339210,'C17orf67',1.48,0.96,1.11,1.7,1.44,3.07,2.2,2.31,1.77,2.14,0.84,1.26,2.54,3.84,1.67,2.07,1.09,1.07,1.98,1.11,1.42,1.72,0.8,1.39,1.4,1.87
339221,'ENPP7',0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.04,0.35,0.0,0.18,0.0,0.28,0.0,1.21,0.7,0.0,0.71,0.06,0.0,0.0,0.65,0.2,0.2
339229,'OXLD1',18.28,23.82,20.75,17.33,27.01,30.19,20.74,22.05,15.61,20.75,16.01,28.14,20.19,24.26,23.16,28.13,32.32,15.82,31.05,18.74,23.45,30.13,16.47,22.11,14.06,14.91
339230,'CCDC137',20.02,11.08,16.4,16.04,13.76,17.11,18.55,20.69,11.29,13.68,19.52,20.96,23.94,18.43,24.44,19.73,18.42,19.64,20.32,18.39,17.05,15.85,10.57,20.11,11.47,13.33
339231,'ARL16',15.13,13.68,14.59,14.78,17.49,17.66,17.88,19.42,14.15,16.07,16.51,16.83,8.86,21.99,13.85,21.06,20.61,20.12,15.92,19.81,12.02,12.21,8.58,14.27,20.34,17.61
339263,'C17orf51',2.57,1.06,2.28,1.15,1.71,1.27,2.96,2.28,2.77,3.11,0.79,1.46,1.8,1.19,2.94,1.49,2.01,2.61,2.72,1.98,1.46,3.0,1.9,3.88,2.38,1.73
339287,'MSL1',77.08,227.91,141.95,79.72,98.07,85.4,95.73,82.47,135.84,112.36,63.98,74.67,76.68,102.97,61.89,100.52,28.78,52.88,95.75,55.56,76.82,47.17,142.66,44.78,27.84,87.74
339318,'ZNF181',7.41,2.06,4.03,3.43,2.97,5.47,11.18,9.21,3.67,5.24,5.68,11.79,5.43,5.99,5.18,4.44,4.67,5.08,7.11,4.9,7.58,1.9,1.43,5.2,2.11,1.78
339324,'ZNF260',5.96,1.53,1.77,1.97,2.11,2.48,5.92,5.49,2.25,1.98,3.36,5.43,4.13,4.86,4.92,2.97,3.7,2.71,4.63,2.32,5.08,1.53,0.52,4.37,0.59,0.83
339327,'ZNF546',0.75,0.59,0.5,0.58,0.58,0.6,1.35,1.12,0.59,0.61,0.57,1.55,0.93,1.97,1.06,1.16,1.19,0.72,1.19,0.94,1.12,0.68,0.19,0.98,0.48,0.56
339344,'MYPOP',16.02,14.12,18.2,16.19,16.27,13.13,16.12,14.57,7.99,11.39,13.79,4.74,30.52,5.46,17.47,3.06,9.26,12.83,23.04,12.03,19.83,23.67,13.18,18.16,10.52,16.63
339366,'ADAMTSL5',0.75,0.89,1.27,1.8,1.88,2.51,2.8,1.33,2.05,2.77,1.1,0.72,0.17,1.02,0.89,0.44,0.78,0.5,1.98,0.49,1.88,1.98,0.8,1.26,1.45,1.76
339390,'CLEC4G',1.77,4.25,2.55,5.61,1.8,0.99,2.03,2.15,2.02,1.86,1.24,1.53,5.32,1.82,1.94,1.01,0.47,2.18,4.33,0.98,3.65,13.52,3.02,0.98,1.16,4.62
339398,'LINGO4',0.28,0.04,0.08,0.12,0.04,0.2,0.35,0.17,0.16,0.25,0.13,0.15,0.0,0.0,0.15,0.0,0.08,0.05,0.23,0.1,0.09,0.2,0.0,0.06,0.28,0.05
3394,'IRF8',104.45,79.12,69.24,98.46,91.33,97.74,108.13,71.21,56.05,80.52,41.24,169.65,158.44,117.75,84.26,58.29,30.84,50.77,138.54,38.11,114.97,64.09,49.92,39.44,42.34,66.18
339403,'RXFP4',0.1,0.62,0.62,0.78,0.2,0.58,0.21,0.21,0.96,0.51,0.1,0.09,0.3,0.64,0.12,0.42,1.09,0.0,0.77,0.26,0.0,0.61,0.78,0.0,0.78,0.66
339416,'ANKRD45',0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,2.18,2.99,1.19,0.21,3.01,0.45,0.23,1.63,0.0,0.44,0.41,0.0,0.11,0.79,0.65
339448,'C1orf174',24.7,16.69,26.35,22.8,25.11,22.15,22.98,24.2,22.78,21.51,18.67,28.36,24.83,31.44,23.41,24.58,15.77,22.68,26.39,14.08,26.18,16.39,8.44,19.63,10.1,15.28
339451,'KLHL17',3.07,4.32,5.76,5.03,5.55,6.1,7.21,5.36,2.46,5.42,3.63,3.35,3.93,6.31,3.51,4.93,5.47,2.47,5.29,3.36,3.67,4.59,4.35,5.1,12.1,7.53
339453,'TMEM240',0.2,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.23
339456,'TMEM52',0.24,0.0,0.0,0.12,0.25,0.12,0.0,0.0,0.12,0.12,0.25,0.11,0.24,0.13,0.87,0.38,0.22,0.14,0.27,0.16,0.0,0.89,0.0,0.33,0.14,0.4
339487,'ZBTB8OS',20.65,18.16,23.68,24.08,20.31,23.27,24.36,23.37,21.25,23.23,29.85,38.37,26.09,44.34,50.13,57.61,45.06,59.52,36.29,55.8,33.98,31.81,17.6,44.06,18.92,25.78
339488,'TFAP2E',1.86,1.47,1.49,1.26,1.36,1.31,2.12,2.26,0.92,1.69,0.55,1.69,1.17,1.79,1.14,1.25,0.83,0.35,2.4,0.58,1.7,0.55,0.75,1.04,0.9,0.95
339500,'ZNF678',1.5,1.23,1.27,1.6,1.75,1.81,2.7,2.31,1.85,1.97,1.76,2.37,1.02,3.29,1.65,2.26,0.73,1.3,2.08,2.17,1.96,0.72,0.27,1.2,0.31,0.94
339541,'ARMH1',8.42,7.0,7.84,6.16,9.71,9.97,7.23,9.2,6.76,8.77,2.71,5.32,7.48,5.5,5.02,4.08,8.61,2.9,12.79,4.08,5.2,8.79,3.59,2.52,9.09,8.64
339559,'ZFP69',5.11,2.54,3.69,4.07,3.96,3.72,5.66,5.98,3.46,3.39,3.42,6.9,5.47,6.14,4.7,4.29,4.46,5.11,6.73,3.12,6.51,2.76,1.72,3.21,1.81,2.52
3396,'MRPL58',29.3,11.98,21.22,21.98,15.03,22.3,28.84,26.41,16.19,17.32,40.8,35.74,29.31,44.25,62.19,52.98,59.56,77.72,29.01,71.23,33.42,42.98,13.07,59.66,24.1,27.45
339665,'SLC35E4',2.3,1.6,1.88,2.95,1.05,1.4,1.71,1.55,2.09,3.08,3.0,0.92,1.75,1.31,2.4,1.24,1.12,1.78,3.18,1.21,3.16,2.93,2.19,2.41,2.16,3.2
3397,'ID1',0.41,10.06,10.29,11.3,8.56,5.53,1.34,0.61,11.78,13.62,10.28,16.27,10.83,19.94,5.05,17.89,1.06,2.55,9.13,2.06,2.22,20.66,9.1,0.37,10.57,15.37
339745,'SPOPL',21.14,21.29,17.79,14.82,14.56,12.39,18.54,15.3,17.52,21.46,17.48,31.26,14.36,42.33,19.42,35.08,6.46,14.5,27.28,12.91,23.49,8.15,8.66,10.22,3.54,14.57
339768,'ESPNL',0.15,0.22,0.05,0.23,0.19,0.52,0.1,0.16,0.17,0.32,0.23,0.14,0.31,0.02,0.32,0.49,0.17,0.11,0.21,0.16,0.0,0.23,0.19,0.09,0.37,0.04
3398,'ID2',185.6,219.81,303.71,364.28,263.75,283.81,267.58,245.26,278.09,346.74,306.95,453.13,190.46,349.45,165.57,212.04,61.53,95.1,398.41,117.74,312.38,206.44,124.31,146.49,80.49,113.98
339804,'C2orf74',17.02,3.9,6.34,14.31,10.68,8.1,16.52,13.06,10.79,7.27,16.62,20.28,8.73,22.16,24.25,35.49,18.6,23.19,11.2,26.36,11.7,5.65,4.06,18.22,7.48,4.02
339829,'CCDC39',0.27,0.23,0.37,0.47,0.35,0.33,1.02,0.61,0.38,0.23,0.64,0.37,0.11,1.11,0.23,0.72,1.24,0.42,0.34,1.33,0.44,0.1,0.22,0.68,0.19,0.25
339834,'CCDC36',0.0,0.59,0.1,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.04,0.0,0.2,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.05,0.05
339855,'KY',0.04,2.56,0.63,0.23,0.22,0.11,0.13,0.24,1.07,0.84,0.23,0.12,0.23,0.87,0.11,0.62,0.39,0.04,0.25,0.02,0.04,0.09,0.15,0.03,0.15,1.03
339862,'LOC339862',0.05,0.0,0.0,0.14,0.1,0.09,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.05,0.0,0.0,0.06,0.14,0.0,0.0,0.0
339883,'C3orf35',0.18,0.43,0.38,0.39,0.38,0.2,0.09,0.37,0.24,0.56,0.13,0.17,0.13,0.3,0.16,0.45,0.87,0.43,0.48,0.71,0.26,0.31,0.73,0.42,1.32,0.61
339896,'GADL1',0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3399,'ID3',24.14,8.49,4.81,4.41,8.98,10.32,10.22,13.52,10.44,10.72,6.68,4.51,10.84,3.01,12.58,2.4,20.71,3.54,8.73,4.58,5.8,9.62,2.34,9.14,6.59,5.8
339977,'LRRC66',0.06,0.03,0.07,0.06,0.07,0.15,0.1,0.0,0.09,0.13,0.1,0.06,0.0,0.2,0.11,0.13,0.18,0.0,0.0,0.04,0.1,0.08,0.0,0.0,0.07,0.0
339983,'NAT8L',0.28,0.1,0.17,0.3,0.24,0.16,0.35,0.11,0.09,0.26,0.0,0.03,0.2,0.08,0.13,0.06,0.1,0.04,0.1,0.09,0.15,0.13,0.02,0.07,0.02,0.04
34,'ACADM',23.32,10.07,15.73,18.44,14.84,17.48,24.97,21.94,12.62,16.17,30.81,43.5,26.39,54.28,77.99,80.57,50.34,94.98,29.89,91.43,28.94,30.19,5.31,52.51,10.87,21.47
340061,'TMEM173',138.77,77.27,160.49,113.05,91.89,91.65,148.42,121.74,72.43,74.78,91.49,109.04,121.03,64.54,95.64,67.38,66.71,85.04,182.02,95.67,137.96,151.42,75.66,99.41,60.49,90.2
340069,'FAM170A',0.0,0.0,0.0,0.09,0.08,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340120,'ANKRD34B',0.54,2.09,1.56,1.08,0.66,0.66,0.19,0.49,0.43,0.77,0.52,1.2,9.98,0.81,0.28,0.95,0.16,1.73,5.84,0.97,2.94,1.38,24.0,0.59,0.13,1.5
340146,'SLC35D3',0.18,0.67,0.66,0.09,0.42,0.44,0.34,0.29,0.31,0.69,0.33,0.16,2.33,0.19,0.44,0.24,0.42,0.11,1.67,0.12,0.48,0.39,0.13,0.12,0.26,0.97
340152,'ZC3H12D',4.7,4.4,3.23,3.39,4.96,6.25,4.32,4.06,8.45,8.52,4.52,4.92,5.18,6.57,4.18,5.92,4.03,2.17,6.21,2.77,4.33,2.24,2.49,2.43,5.19,3.23
340156,'MYLK4',0.41,0.42,0.48,0.21,0.2,0.28,0.76,0.64,0.56,0.67,0.28,0.49,0.06,0.27,0.14,0.19,0.33,0.11,0.21,0.17,0.41,0.14,0.05,0.27,0.15,0.36
340205,'TREML1',89.02,105.07,92.39,66.18,108.42,85.54,127.4,96.72,58.45,36.65,14.05,4.91,213.35,7.92,16.72,11.12,9.56,4.01,202.46,1.01,38.6,34.58,308.66,2.93,30.15,40.88
340252,'ZNF680',6.87,2.58,3.3,3.87,3.53,5.01,7.48,5.63,3.11,3.21,3.86,8.39,5.1,9.37,6.63,6.57,3.74,5.15,7.79,5.3,5.82,2.56,0.82,5.46,1.75,1.85
340267,'COL28A1',0.0,0.0,0.04,0.0,0.22,0.09,0.11,0.04,0.0,0.04,0.0,0.03,0.04,0.0,0.0,0.0,0.19,0.0,0.04,0.05,0.0,0.09,0.04,0.05,0.0,0.0
340273,'ABCB5',0.0,0.05,0.03,0.0,0.17,0.0,0.0,0.0,0.02,0.08,0.0,0.03,0.0,0.13,0.0,0.06,0.52,0.0,0.03,0.0,0.05,0.0,0.15,0.03,0.18,0.16
340277,'FAM221A',1.74,1.19,1.71,2.24,1.7,1.28,1.23,1.32,1.02,2.07,1.8,1.97,0.74,3.43,2.51,2.38,1.8,2.45,2.57,1.09,2.76,0.8,0.68,1.17,0.64,1.49
340307,'CTAGE6',0.0,0.13,0.0,0.15,0.23,0.0,0.0,0.0,0.19,0.0,0.11,0.16,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.76,0.0
340348,'TSPAN33',45.5,48.91,42.34,42.43,74.22,62.57,53.12,48.77,44.96,47.18,18.43,23.72,64.65,16.39,14.62,6.15,22.43,6.85,77.94,6.4,25.26,12.08,36.86,8.08,11.48,20.74
340351,'AGBL3',0.15,0.38,0.19,0.2,0.54,0.4,0.76,0.88,0.39,0.33,0.14,0.49,0.37,1.55,0.21,0.73,0.84,0.2,0.21,0.81,0.19,0.07,0.06,0.3,0.29,0.59
340371,'NRBP2',4.45,5.42,7.14,5.86,6.92,7.15,9.15,9.99,6.52,7.54,4.14,4.43,4.65,5.83,4.06,3.86,2.66,2.01,8.95,2.24,5.76,3.85,5.42,3.97,7.98,6.1
340385,'ZNF517',3.32,1.72,2.22,2.0,3.77,2.5,4.28,3.07,2.57,2.02,1.92,2.24,1.88,2.27,1.58,1.87,2.66,0.84,3.33,1.23,2.94,2.49,1.52,2.26,1.5,1.39
340390,'WDR97',0.14,0.8,0.74,0.58,0.88,1.08,0.45,0.38,0.25,0.7,0.38,0.19,0.34,0.38,0.18,0.26,0.24,0.17,0.23,0.13,0.44,0.48,1.07,0.12,1.31,1.01
340393,'TMEM249',0.27,0.27,0.14,0.7,0.39,0.77,0.7,0.27,0.34,0.26,0.0,0.13,0.29,0.52,0.17,0.07,0.39,0.08,0.23,0.0,0.27,0.28,0.14,0.0,0.91,0.52
340419,'RSPO2',0.0,0.0,0.0,0.24,0.0,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.08,0.1,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0
340481,'ZDHHC21',3.81,2.03,2.57,3.51,3.99,4.29,4.61,4.42,4.4,3.87,4.77,4.69,2.23,10.28,9.97,6.53,5.64,6.81,5.01,9.5,3.99,2.41,0.86,5.13,2.04,2.64
340485,'ACER2',1.23,0.59,1.05,0.5,0.95,0.55,2.22,1.53,1.49,1.36,1.26,0.84,1.43,0.83,1.43,1.25,1.09,0.93,2.11,0.59,1.97,0.47,0.87,0.85,0.54,0.68
340526,'RTL5',5.5,4.97,6.21,6.82,4.81,2.5,3.86,4.53,2.8,3.71,2.73,2.67,5.3,1.06,3.7,1.61,1.14,2.28,2.54,0.89,8.7,4.88,7.71,2.66,0.87,0.89
340527,'NHSL2',24.95,39.76,30.54,21.67,17.63,11.9,25.55,25.0,17.2,16.51,21.52,17.85,27.15,15.36,11.66,12.28,1.26,6.54,34.24,4.82,27.67,14.49,19.39,9.2,3.81,17.84
340533,'NEXMIF',0.12,0.08,0.04,0.02,0.02,0.11,0.17,0.22,0.1,0.06,0.13,0.18,0.0,0.05,0.05,0.04,0.15,0.03,0.05,0.02,0.1,0.02,0.01,0.05,0.02,0.01
340542,'BEX5',2.55,0.45,1.63,1.42,0.88,2.21,3.1,3.63,6.41,5.14,0.3,4.42,1.59,5.9,0.69,6.27,7.57,4.58,1.12,5.73,1.67,1.05,0.14,1.94,1.61,1.75
340547,'VSIG1',14.29,3.55,5.52,3.07,5.9,7.17,16.16,17.42,4.69,13.83,4.09,9.81,3.04,3.78,4.08,1.98,7.61,3.94,6.33,6.25,6.05,3.6,1.77,5.78,6.3,3.84
340554,'ZC3H12B',0.84,0.87,0.55,0.64,0.91,1.44,1.19,2.06,1.97,1.74,0.22,1.73,0.24,1.08,0.41,0.61,0.5,0.3,0.77,0.49,0.46,0.41,0.37,0.29,1.34,0.81
340596,'LHFPL1',0.0,0.0,0.09,0.09,0.0,0.08,0.29,0.0,0.09,0.18,0.09,0.05,0.0,0.26,0.06,0.21,0.48,0.1,0.1,0.36,0.29,0.11,0.0,0.6,0.0,0.06
340602,'CXorf67',0.0,0.06,0.24,0.17,0.24,0.11,0.0,0.24,0.0,0.06,0.18,0.0,0.06,0.0,0.0,0.0,0.53,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.52,0.06
340706,'VWA2',0.08,0.07,0.02,0.05,0.0,0.04,0.07,0.02,0.0,0.02,0.0,0.15,0.0,0.06,0.0,0.07,0.16,0.04,0.14,0.0,0.14,0.1,0.0,0.0,0.02,0.0
340719,'NANOS1',0.03,0.06,0.06,0.03,0.06,0.13,0.0,0.03,0.31,0.19,0.06,0.07,0.0,0.06,0.1,0.17,0.15,0.19,0.06,0.1,0.08,0.13,0.0,0.11,0.03,0.06
340895,'MALRD1',0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.07,0.0,0.07,0.0,0.03,0.0,0.0,0.0
341,'APOC1',0.0,0.67,0.9,0.43,0.0,0.21,0.23,0.46,0.21,0.67,1.61,1.04,0.22,0.96,1.31,0.71,0.35,0.52,0.96,0.0,0.46,0.79,0.63,0.58,0.0,0.48
341019,'DCDC1',0.05,0.0,0.04,0.04,0.02,0.02,0.07,0.04,0.12,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.89,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.08,0.04
341116,'MS4A10',0.09,0.1,0.05,0.03,0.1,0.0,0.1,0.02,0.0,0.05,0.0,0.04,0.0,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.33,0.14
341152,'OR2AT4',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341208,'HEPHL1',0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341346,'SMCO2',0.02,0.08,0.04,0.04,0.13,0.0,0.04,0.04,0.04,0.13,0.04,0.0,0.11,0.19,0.02,0.07,0.24,0.33,0.04,0.0,0.02,0.15,0.06,0.02,0.21,0.12
341359,'SYT10',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341567,'H1FNT',0.34,0.27,0.27,0.34,0.0,0.25,0.09,0.18,0.08,0.18,0.18,0.08,0.09,0.09,0.0,0.09,0.16,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.1,0.0
3416,'IDE',12.76,5.47,9.72,9.14,6.46,5.66,11.75,11.98,5.11,7.24,18.1,16.05,10.47,16.83,32.82,26.78,20.72,37.71,15.85,34.7,14.57,15.07,3.69,30.37,5.02,7.13
341676,'NEK5',1.75,4.37,3.32,3.66,3.01,4.04,3.09,2.35,2.12,2.39,1.11,0.64,2.62,1.61,1.72,0.85,7.76,1.69,2.67,1.48,1.34,1.5,11.61,2.38,20.36,8.54
3417,'IDH1',36.09,14.07,27.85,24.94,9.74,8.94,21.68,25.48,8.29,11.31,23.67,79.65,58.52,56.05,54.4,42.46,17.8,44.57,65.03,20.11,61.17,32.03,14.55,19.26,8.03,18.24
3418,'IDH2',92.16,57.87,87.57,122.51,94.27,109.64,94.17,85.82,54.18,81.65,276.45,141.71,110.11,166.94,307.23,314.46,412.68,278.62,157.26,481.11,122.83,363.28,37.32,367.53,52.54,153.82
341880,'SLC35F4',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.01,0.15,0.0,0.09,0.0,0.74,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.03,0.18
341883,'LRRC9',0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
3419,'IDH3A',32.79,19.32,24.52,29.88,20.02,22.63,26.4,28.77,17.46,22.17,28.89,52.28,43.89,62.29,85.93,91.87,51.46,96.9,41.26,75.57,37.73,50.06,9.62,60.57,19.86,40.15
3420,'IDH3B',69.58,48.68,70.53,68.85,65.91,63.86,71.79,73.79,56.84,66.87,79.93,92.52,58.02,76.92,75.64,78.1,83.06,71.03,75.25,76.55,77.32,63.73,34.58,70.83,45.24,54.39
342035,'GLDN',0.0,0.0,0.0,0.05,0.0,0.08,0.22,0.04,0.02,0.07,0.02,0.12,0.33,0.82,0.13,0.08,0.21,0.16,0.23,0.0,0.12,0.33,0.21,0.0,0.03,0.25
342096,'GOLGA6A',0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.08,0.0,0.04,0.14,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.08
3421,'IDH3G',133.92,97.19,134.17,143.58,109.22,117.67,119.4,111.26,96.75,109.01,133.81,72.47,122.87,57.01,122.86,56.6,116.8,115.47,120.67,120.94,127.03,202.65,73.64,144.51,87.44,126.27
342125,'TMC3',0.07,0.05,0.05,0.09,0.12,0.04,0.02,0.05,0.11,0.09,0.02,0.08,0.02,0.07,0.05,0.07,0.29,0.0,0.05,0.15,0.0,0.03,0.0,0.03,0.1,0.03
342132,'ZNF774',0.2,0.19,0.0,0.12,0.04,0.18,0.52,0.31,0.1,0.12,0.04,0.33,0.3,0.38,0.29,0.12,0.07,0.24,0.27,0.31,0.19,0.3,0.14,0.33,0.27,0.4
342184,'FMN1',2.93,1.78,1.61,2.89,4.7,0.52,7.13,2.75,7.09,7.76,3.5,7.29,1.74,4.21,1.71,2.08,2.18,1.1,4.42,0.22,2.3,1.0,4.48,1.75,2.08,1.05
3422,'IDI1',32.58,61.86,41.42,42.63,45.43,41.96,43.95,38.84,90.84,90.71,53.18,70.33,41.09,81.49,49.1,70.58,27.12,55.31,58.41,45.42,55.56,24.64,25.62,34.1,26.18,36.94
3423,'IDS',116.24,222.67,181.54,143.63,167.97,123.61,152.67,151.91,190.01,163.33,148.83,96.54,91.99,107.63,92.3,80.55,34.31,67.19,115.39,74.9,101.46,106.75,116.25,103.31,45.96,109.62
342346,'C16orf96',0.26,0.23,0.16,0.06,0.26,0.34,0.28,0.36,0.15,0.22,0.07,0.25,0.0,0.1,0.04,0.05,0.15,0.11,0.11,0.15,0.09,0.1,0.0,0.26,0.04,0.06
342357,'ZKSCAN2',1.44,1.21,0.99,1.08,1.39,1.33,2.03,1.89,2.13,2.55,1.64,1.74,0.85,1.46,1.45,1.48,0.86,1.23,1.96,1.13,1.66,1.17,0.6,1.93,0.99,1.07
342371,'ATXN1L',16.1,20.04,16.71,15.73,20.56,13.58,22.09,20.13,32.55,33.45,23.39,19.03,12.08,27.0,16.91,25.82,9.6,13.91,24.23,20.61,19.12,14.3,9.53,18.11,13.0,21.74
342372,'PKD1L3',0.09,0.0,0.0,0.12,0.0,0.05,0.02,0.0,0.1,0.03,0.0,0.02,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.03,0.06
3425,'IDUA',13.49,15.33,16.61,21.69,22.35,15.5,20.61,17.92,11.63,17.99,10.14,8.38,16.3,10.0,8.37,6.97,11.4,5.8,21.65,5.34,14.68,16.42,12.81,7.68,28.35,15.75
342510,'CD300E',165.31,71.91,190.54,138.89,83.94,54.36,102.17,92.78,54.14,74.1,300.61,300.38,285.01,69.68,196.29,66.16,11.68,93.3,251.3,27.21,435.59,68.21,74.72,48.62,18.8,37.92
